bench-name,core-freq,memory-freq,problem-size,local-size,num-iters,throughput-metric,kernel-time-mean,kernel-time-stddev,kernel-time-min,kernel-time-throughput,run-time-mean,run-time-stddev,run-time-min,run-time-throughput,kernel-energy-mean,kernel-energy-stddev,kernel-energy-max,kernel-energy-min
MicroBench_LocalMem_int32_4096,,,8192,256,,0.000000,N/A,N/A,N/A,N/A,0.003576,0.000396,0.003325,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,8192,256,,0.000000,N/A,N/A,N/A,N/A,0.003737,0.000559,0.003424,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,8192,256,,0.000000,N/A,N/A,N/A,N/A,0.014858,0.025848,0.003242,N/A,,,,
MicroBench_LocalMem_int32_4096,,,16384,256,,0.000000,N/A,N/A,N/A,N/A,0.003675,0.000638,0.003320,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,16384,256,,0.000000,N/A,N/A,N/A,N/A,0.003679,0.000722,0.003285,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,16384,256,,1.000000,N/A,N/A,N/A,N/A,0.015906,0.027952,0.003325,300.764905,,,,
MicroBench_LocalMem_int32_4096,,,2048,256,,0.000000,N/A,N/A,N/A,N/A,0.003360,0.000506,0.002816,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,2048,256,,0.000000,N/A,N/A,N/A,N/A,0.003236,0.000762,0.002870,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,2048,256,,0.000000,N/A,N/A,N/A,N/A,0.013631,0.024787,0.002460,N/A,,,,
MicroBench_LocalMem_int32_4096,,,16777216,256,,512.000000,N/A,N/A,N/A,N/A,0.411145,0.006186,0.404061,1267.135367,,,,
MicroBench_LocalMem_fp32_4096,,,16777216,256,,512.000000,N/A,N/A,N/A,N/A,0.407754,0.010399,0.395355,1295.039190,,,,
MicroBench_LocalMem_fp64_4096,,,16777216,256,,1024.000000,N/A,N/A,N/A,N/A,0.408530,0.016986,0.396807,2580.598277,,,,
MicroBench_LocalMem_int32_4096,,,16384,256,,0.000000,N/A,N/A,N/A,N/A,0.003591,0.000465,0.003290,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,16384,256,,0.000000,N/A,N/A,N/A,N/A,0.003911,0.000776,0.003318,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,16384,256,,1.000000,N/A,N/A,N/A,N/A,0.017494,0.031593,0.003266,306.229567,,,,
MicroBench_LocalMem_int32_4096,,,16384,256,,0.000000,N/A,N/A,N/A,N/A,0.003530,0.000306,0.003278,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,16384,256,,0.000000,N/A,N/A,N/A,N/A,0.003620,0.000471,0.003337,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,16384,256,,1.000000,N/A,N/A,N/A,N/A,0.014766,0.025573,0.003213,311.247230,,,,
MicroBench_LocalMem_int32_4096,,,1048576,256,,32.000000,N/A,N/A,N/A,N/A,0.030973,0.007762,0.027125,1179.743987,,,,
MicroBench_LocalMem_fp32_4096,,,1048576,256,,32.000000,N/A,N/A,N/A,N/A,0.051756,0.018372,0.028620,1118.095403,,,,
MicroBench_LocalMem_fp64_4096,,,1048576,256,,64.000000,N/A,N/A,N/A,N/A,0.054201,0.029357,0.027481,2328.891180,,,,
MicroBench_LocalMem_int32_4096,,,131072,256,,4.000000,N/A,N/A,N/A,N/A,0.009707,0.001996,0.007516,532.181834,,,,
MicroBench_LocalMem_fp32_4096,,,131072,256,,4.000000,N/A,N/A,N/A,N/A,0.006754,0.001498,0.004925,812.210612,,,,
MicroBench_LocalMem_fp64_4096,,,131072,256,,8.000000,N/A,N/A,N/A,N/A,0.021019,0.027360,0.007303,1095.488082,,,,
MicroBench_LocalMem_int32_4096,,,16777216,256,,512.000000,N/A,N/A,N/A,N/A,0.408352,0.003744,0.404916,1264.459905,,,,
MicroBench_LocalMem_fp32_4096,,,16777216,256,,512.000000,N/A,N/A,N/A,N/A,0.411299,0.006116,0.403229,1269.749509,,,,
MicroBench_LocalMem_fp64_4096,,,16777216,256,,1024.000000,N/A,N/A,N/A,N/A,0.413254,0.016877,0.400768,2555.097043,,,,
MicroBench_LocalMem_int32_4096,,,16777216,256,,512.000000,N/A,N/A,N/A,N/A,0.406150,0.003777,0.402411,1272.330516,,,,
MicroBench_LocalMem_fp32_4096,,,16777216,256,,512.000000,N/A,N/A,N/A,N/A,0.403863,0.003540,0.398437,1285.020556,,,,
MicroBench_LocalMem_fp64_4096,,,16777216,256,,1024.000000,N/A,N/A,N/A,N/A,0.413102,0.022671,0.399172,2565.312416,,,,
MicroBench_LocalMem_int32_4096,,,4194304,256,,128.000000,N/A,N/A,N/A,N/A,0.105525,0.007958,0.100943,1268.043981,,,,
MicroBench_LocalMem_fp32_4096,,,4194304,256,,128.000000,N/A,N/A,N/A,N/A,0.102015,0.001130,0.100328,1275.821137,,,,
MicroBench_LocalMem_fp64_4096,,,4194304,256,,256.000000,N/A,N/A,N/A,N/A,0.125710,0.028405,0.103492,2473.631834,,,,
MicroBench_LocalMem_int32_4096,,,2048,256,,0.000000,N/A,N/A,N/A,N/A,0.003471,0.000910,0.002724,N/A,,,,
